Vendor_ID,Asset,Price,Timestamp,Market,Currency,Volume,Latency_ms,avg_price,deviation,accuracy,is_outlier
Vendor_C,WIPRO,462.2,01-01-2025 10:30,BSE,INR,64202,347,460.8225,1.3775,99.70107796,FALSE
Vendor_D,WIPRO,460.27,01-01-2025 10:30,BSE,INR,27641,484,460.8225,-0.5525,99.88010568,FALSE
Vendor_A,LT,2962.98,01-01-2025 10:30,NSE,INR,7270,48,2965.3575,-2.3775,99.91982417,FALSE
Vendor_B,LT,2970.08,01-01-2025 10:30,NSE,INR,48518,268,2965.3575,4.7225,99.84074433,FALSE
Vendor_C,LT,2964.26,01-01-2025 10:30,BSE,INR,83403,175,2965.3575,-1.0975,99.96298929,FALSE
Vendor_D,LT,2964.11,01-01-2025 10:30,BSE,INR,83015,302,2965.3575,-1.2475,99.95793087,FALSE
Vendor_A,AXISBANK,989.12,01-01-2025 10:30,BSE,INR,94648,368,987.35,1.77,99.82073226,FALSE
Vendor_B,AXISBANK,985.08,01-01-2025 10:30,NSE,INR,64730,39,987.35,-2.27,99.77009166,FALSE
Vendor_C,AXISBANK,987.43,01-01-2025 10:30,BSE,INR,81929,112,987.35,0.08,99.9918975,FALSE
Vendor_D,AXISBANK,987.77,01-01-2025 10:30,NSE,INR,47590,132,987.35,0.42,99.95746189,FALSE
Vendor_A,MARUTI,9906.54,01-01-2025 10:30,BSE,INR,66492,423,9885.5775,20.9625,99.78794866,TRUE
Vendor_B,MARUTI,9895.7,01-01-2025 10:30,NSE,INR,65890,77,9885.5775,10.1225,99.89760335,TRUE
Vendor_C,MARUTI,9872.44,01-01-2025 10:30,BSE,INR,43414,171,9885.5775,-13.1375,99.86710438,TRUE
Vendor_D,MARUTI,9867.63,01-01-2025 10:30,NSE,INR,83414,267,9885.5775,-17.9475,99.81844763,TRUE
Vendor_A,TCS,3536.88,01-01-2025 10:35,NSE,INR,46852,120,3659.62,-122.74,96.64609987,TRUE
Vendor_B,TCS,3536.06,01-01-2025 10:35,NSE,INR,36826,232,3659.62,-123.56,96.62369317,TRUE
Vendor_C,TCS,3529.37,01-01-2025 10:35,BSE,INR,69266,356,3659.62,-130.25,96.44088731,TRUE
Vendor_D,TCS,4036.17,01-01-2025 10:35,BSE,INR,69325,90,3659.62,376.55,89.71068034,TRUE
Vendor_A,INFY,1486.02,01-01-2025 10:35,NSE,INR,51445,288,1488.6375,-2.6175,99.82416807,FALSE
Vendor_B,INFY,1491.01,01-01-2025 10:35,NSE,INR,46978,259,1488.6375,2.3725,99.84062608,FALSE
Vendor_C,INFY,1490.22,01-01-2025 10:35,BSE,INR,81673,37,1488.6375,1.5825,99.89369474,FALSE
Vendor_D,INFY,1487.3,01-01-2025 10:35,BSE,INR,77401,271,1488.6375,-1.3375,99.91015274,FALSE
Vendor_A,RELIANCE,2502.86,01-01-2025 10:35,BSE,INR,78194,325,2432.555,70.305,97.10982897,TRUE
Vendor_B,RELIANCE,2508.45,01-01-2025 10:35,NSE,INR,7250,488,2432.555,75.895,96.88002943,TRUE
Vendor_C,RELIANCE,2513.25,01-01-2025 10:35,NSE,INR,76670,17,2432.555,80.695,96.68270604,TRUE
Vendor_D,RELIANCE,2205.66,01-01-2025 10:35,NSE,INR,95626,452,2432.555,-226.895,90.67256444,TRUE
Vendor_A,HDFC,1636.15,01-01-2025 10:35,BSE,INR,16582,86,1633.815,2.335,99.85708296,FALSE
Vendor_B,HDFC,1635.3,01-01-2025 10:35,NSE,INR,5424,333,1633.815,1.485,99.90910844,FALSE
Vendor_C,HDFC,1634.36,01-01-2025 10:35,NSE,INR,66985,111,1633.815,0.545,99.96664249,FALSE
Vendor_D,HDFC,1629.45,01-01-2025 10:35,NSE,INR,85973,225,1633.815,-4.365,99.73283389,FALSE
Vendor_A,ICICI,985.44,01-01-2025 10:35,NSE,INR,94312,236,920.5575,64.8825,92.95182539,TRUE
Vendor_B,ICICI,898.25,01-01-2025 10:35,BSE,INR,80320,421,920.5575,-22.3075,97.57674018,TRUE
Vendor_C,ICICI,901.38,01-01-2025 10:35,NSE,INR,65796,284,920.5575,-19.1775,97.91675153,TRUE
Vendor_D,ICICI,897.16,01-01-2025 10:35,NSE,INR,44589,182,920.5575,-23.3975,97.45833367,TRUE
Vendor_A,SBIN,547.67,01-01-2025 10:35,BSE,INR,4026,119,583.48,-35.81,93.86268595,TRUE
Vendor_B,SBIN,596.53,01-01-2025 10:35,NSE,INR,65610,464,583.48,13.05,97.76341948,TRUE
Vendor_C,SBIN,595.31,01-01-2025 10:35,BSE,INR,86459,463,583.48,11.83,97.97250977,TRUE
Vendor_D,SBIN,594.41,01-01-2025 10:35,BSE,INR,72936,150,583.48,10.93,98.1267567,TRUE
Vendor_A,WIPRO,455.81,01-01-2025 10:35,NSE,INR,36151,357,455.2,0.61,99.86599297,FALSE
Vendor_B,WIPRO,455.02,01-01-2025 10:35,BSE,INR,5915,234,455.2,-0.18,99.96045694,FALSE
Vendor_C,WIPRO,454.72,01-01-2025 10:35,NSE,INR,18351,484,455.2,-0.48,99.89455185,FALSE
Vendor_D,WIPRO,455.25,01-01-2025 10:35,NSE,INR,54549,467,455.2,0.05,99.98901582,FALSE
Vendor_A,LT,2572.07,01-01-2025 10:35,NSE,INR,68670,325,2887.1275,-315.0575,89.08750999,TRUE
Vendor_B,LT,2982.45,01-01-2025 10:35,NSE,INR,71174,85,2887.1275,95.3225,96.69836195,TRUE
Vendor_C,LT,2989.97,01-01-2025 10:35,BSE,INR,57651,267,2887.1275,102.8425,96.43789545,TRUE
Vendor_D,LT,3004.02,01-01-2025 10:35,NSE,INR,97922,119,2887.1275,116.8925,95.95125259,TRUE
Vendor_A,AXISBANK,1012.93,01-01-2025 10:35,NSE,INR,32521,449,1045.3275,-32.3975,96.90073207,TRUE
Vendor_B,AXISBANK,1142.38,01-01-2025 10:35,BSE,INR,75580,387,1045.3275,97.0525,90.71558913,TRUE
Vendor_C,AXISBANK,1010.01,01-01-2025 10:35,NSE,INR,41835,485,1045.3275,-35.3175,96.62139377,TRUE
Vendor_D,AXISBANK,1015.99,01-01-2025 10:35,BSE,INR,7149,458,1045.3275,-29.3375,97.19346329,TRUE
Vendor_A,MARUTI,10094.27,01-01-2025 10:35,BSE,INR,36904,459,10308.77,-214.5,97.9192474,TRUE
Vendor_B,MARUTI,10109.02,01-01-2025 10:35,BSE,INR,37195,499,10308.77,-199.75,98.06232945,TRUE
Vendor_C,MARUTI,10100.14,01-01-2025 10:35,NSE,INR,9074,254,10308.77,-208.63,97.97618921,TRUE
Vendor_D,MARUTI,10931.65,01-01-2025 10:35,NSE,INR,38520,259,10308.77,622.88,93.95776606,TRUE
Vendor_A,TCS,3527.38,01-01-2025 10:40,BSE,INR,34796,259,3528.1075,-0.7275,99.97937988,FALSE
Vendor_B,TCS,3527.85,01-01-2025 10:40,NSE,INR,31508,232,3528.1075,-0.2575,99.99270147,FALSE
Vendor_C,TCS,3525.3,01-01-2025 10:40,BSE,INR,59450,361,3528.1075,-2.8075,99.92042476,FALSE
Vendor_D,TCS,3531.9,01-01-2025 10:40,NSE,INR,55252,24,3528.1075,3.7925,99.89250611,FALSE
Vendor_A,INFY,1652.82,01-01-2025 10:40,NSE,INR,75931,314,1530.905,121.915,92.03640984,TRUE
Vendor_B,INFY,1493.53,01-01-2025 10:40,BSE,INR,72489,294,1530.905,-37.375,97.55863362,TRUE
Vendor_C,INFY,1491.99,01-01-2025 10:40,NSE,INR,39663,104,1530.905,-38.915,97.45803953,TRUE
Vendor_D,INFY,1485.28,01-01-2025 10:40,BSE,INR,90974,35,1530.905,-45.625,97.01973669,TRUE
Vendor_A,RELIANCE,2542.99,01-01-2025 10:40,NSE,INR,93957,406,2452.2625,90.7275,96.30025334,TRUE
Vendor_B,RELIANCE,2531.07,01-01-2025 10:40,NSE,INR,17041,438,2452.2625,78.8075,96.78633507,TRUE
Vendor_C,RELIANCE,2198.34,01-01-2025 10:40,BSE,INR,5975,468,2452.2625,-253.9225,89.6453785,TRUE
Vendor_D,RELIANCE,2536.65,01-01-2025 10:40,BSE,INR,13730,169,2452.2625,84.3875,96.5587901,TRUE
Vendor_A,HDFC,1607.56,01-01-2025 10:40,BSE,INR,31434,238,1608.88,-1.32,99.91795535,FALSE
Vendor_B,HDFC,1613.61,01-01-2025 10:40,BSE,INR,15548,436,1608.88,4.73,99.70600666,FALSE
Vendor_C,HDFC,1605.45,01-01-2025 10:40,NSE,INR,55352,403,1608.88,-3.43,99.78680821,FALSE
Vendor_D,HDFC,1608.9,01-01-2025 10:40,BSE,INR,79473,492,1608.88,0.02,99.9987569,FALSE
Vendor_A,ICICI,894.13,01-01-2025 10:40,NSE,INR,11384,264,894.58,-0.45,99.94969706,FALSE
Vendor_B,ICICI,895.18,01-01-2025 10:40,NSE,INR,62216,22,894.58,0.6,99.93292942,FALSE
Vendor_C,ICICI,893.48,01-01-2025 10:40,NSE,INR,78896,473,894.58,-1.1,99.87703727,FALSE
Vendor_D,ICICI,895.53,01-01-2025 10:40,NSE,INR,53364,12,894.58,0.95,99.89380491,FALSE
Vendor_A,SBIN,606.03,01-01-2025 10:40,NSE,INR,51473,356,596.52,9.51,98.40575337,TRUE
Vendor_B,SBIN,603.68,01-01-2025 10:40,BSE,INR,35598,170,596.52,7.16,98.79970496,TRUE
Vendor_C,SBIN,570.41,01-01-2025 10:40,NSE,INR,46055,363,596.52,-26.11,95.62294642,TRUE
Vendor_D,SBIN,605.96,01-01-2025 10:40,NSE,INR,28008,136,596.52,9.44,98.4174881,TRUE
Vendor_A,WIPRO,446.59,01-01-2025 10:40,BSE,INR,76744,182,458.765,-12.175,97.34613582,TRUE
Vendor_B,WIPRO,446.14,01-01-2025 10:40,BSE,INR,39319,259,458.765,-12.625,97.24804639,TRUE
Vendor_C,WIPRO,446.84,01-01-2025 10:40,BSE,INR,1776,255,458.765,-11.925,97.40062995,TRUE
Vendor_D,WIPRO,495.49,01-01-2025 10:40,BSE,INR,64666,263,458.765,36.725,91.99481216,TRUE
Vendor_A,LT,2978.75,01-01-2025 10:40,NSE,INR,6492,297,2986.8475,-8.0975,99.72889476,TRUE
Vendor_B,LT,2986.37,01-01-2025 10:40,BSE,INR,37185,273,2986.8475,-0.4775,99.98401324,FALSE
Vendor_C,LT,2985.99,01-01-2025 10:40,NSE,INR,53838,384,2986.8475,-0.8575,99.9712908,FALSE
Vendor_D,LT,2996.28,01-01-2025 10:40,NSE,INR,13881,110,2986.8475,9.4325,99.68419881,TRUE
Vendor_A,AXISBANK,1009.77,01-01-2025 10:40,NSE,INR,96413,149,1006.56,3.21,99.68109204,FALSE
Vendor_B,AXISBANK,1004.14,01-01-2025 10:40,NSE,INR,20359,355,1006.56,-2.42,99.75957717,FALSE
Vendor_C,AXISBANK,1006.24,01-01-2025 10:40,BSE,INR,89694,159,1006.56,-0.32,99.96820855,FALSE
Vendor_D,AXISBANK,1006.09,01-01-2025 10:40,NSE,INR,24698,28,1006.56,-0.47,99.95330631,FALSE
Vendor_A,MARUTI,10069.47,01-01-2025 10:40,BSE,INR,32361,434,10042.77,26.7,99.7341371,TRUE
Vendor_B,MARUTI,10039.47,01-01-2025 10:40,NSE,INR,86379,14,10042.77,-3.3,99.96714054,FALSE
Vendor_C,MARUTI,10016.51,01-01-2025 10:40,BSE,INR,77498,316,10042.77,-26.26,99.73851836,TRUE
Vendor_D,MARUTI,10045.63,01-01-2025 10:40,NSE,INR,80470,457,10042.77,2.86,99.9715218,FALSE
Vendor_A,TCS,3496.35,01-01-2025 10:45,BSE,INR,81379,301,3492.44,3.91,99.88804389,FALSE
Vendor_B,TCS,3490.13,01-01-2025 10:45,BSE,INR,88893,154,3492.44,-2.31,99.93385713,FALSE
Vendor_C,TCS,3493.64,01-01-2025 10:45,NSE,INR,50424,80,3492.44,1.2,99.96564007,FALSE
Vendor_D,TCS,3489.64,01-01-2025 10:45,NSE,INR,47380,296,3492.44,-2.8,99.91982683,FALSE
Vendor_A,INFY,1513.95,01-01-2025 10:45,NSE,INR,57122,292,1516.3825,-2.4325,99.83958533,FALSE
Vendor_B,INFY,1522.51,01-01-2025 10:45,BSE,INR,78224,365,1516.3825,6.1275,99.5959133,TRUE
Vendor_C,INFY,1515.46,01-01-2025 10:45,BSE,INR,14417,379,1516.3825,-0.9225,99.93916443,FALSE
Vendor_D,INFY,1513.61,01-01-2025 10:45,BSE,INR,51383,250,1516.3825,-2.7725,99.81716355,FALSE
Vendor_A,RELIANCE,2557.47,01-01-2025 10:45,BSE,INR,57669,298,2558.245,-0.775,99.96970579,FALSE
Vendor_B,RELIANCE,2555.68,01-01-2025 10:45,BSE,INR,81678,87,2558.245,-2.565,99.89973595,FALSE
Vendor_C,RELIANCE,2559.67,01-01-2025 10:45,NSE,INR,54056,386,2558.245,1.425,99.94429775,FALSE
Vendor_D,RELIANCE,2560.16,01-01-2025 10:45,BSE,INR,73178,16,2558.245,1.915,99.925144,FALSE
Vendor_A,HDFC,1592.89,01-01-2025 10:45,BSE,INR,35321,369,1593.2425,-0.3525,99.97787531,FALSE
Vendor_B,HDFC,1594.31,01-01-2025 10:45,NSE,INR,97557,495,1593.2425,1.0675,99.93299827,FALSE
Vendor_C,HDFC,1597.43,01-01-2025 10:45,NSE,INR,75398,265,1593.2425,4.1875,99.73717121,FALSE
Vendor_D,HDFC,1588.34,01-01-2025 10:45,BSE,INR,45029,357,1593.2425,-4.9025,99.69229417,FALSE
Vendor_A,ICICI,913.44,01-01-2025 10:45,BSE,INR,11430,485,911.8625,1.5775,99.82700243,FALSE
Vendor_B,ICICI,912.8,01-01-2025 10:45,NSE,INR,5438,171,911.8625,0.9375,99.89718845,FALSE
Vendor_C,ICICI,910.65,01-01-2025 10:45,BSE,INR,79998,426,911.8625,-1.2125,99.86703039,FALSE
Vendor_D,ICICI,910.56,01-01-2025 10:45,NSE,INR,1985,385,911.8625,-1.3025,99.85716048,FALSE
Vendor_A,SBIN,603.37,01-01-2025 10:45,NSE,INR,48510,184,593.1125,10.2575,98.27056418,TRUE
Vendor_B,SBIN,602.82,01-01-2025 10:45,BSE,INR,28421,330,593.1125,9.7075,98.36329533,TRUE
Vendor_C,SBIN,562.02,01-01-2025 10:45,BSE,INR,5421,99,593.1125,-31.0925,94.75773989,TRUE
Vendor_D,SBIN,604.24,01-01-2025 10:45,BSE,INR,9805,436,593.1125,11.1275,98.12388038,TRUE
Vendor_A,WIPRO,450.6,01-01-2025 10:45,BSE,INR,37029,458,450.9175,-0.3175,99.92958801,FALSE
Vendor_B,WIPRO,451.92,01-01-2025 10:45,NSE,INR,48556,156,450.9175,1.0025,99.77767552,FALSE
Vendor_C,WIPRO,450.08,01-01-2025 10:45,BSE,INR,36175,164,450.9175,-0.8375,99.81426758,FALSE
Vendor_D,WIPRO,451.07,01-01-2025 10:45,NSE,INR,28806,265,450.9175,0.1525,99.96618007,FALSE
Vendor_A,LT,2967.7,01-01-2025 10:45,NSE,INR,29537,152,2978.085,-10.385,99.65128598,TRUE
Vendor_B,LT,2977.79,01-01-2025 10:45,NSE,INR,73452,439,2978.085,-0.295,99.99009431,FALSE
Vendor_C,LT,2979.17,01-01-2025 10:45,BSE,INR,75285,53,2978.085,1.085,99.96356719,FALSE
Vendor_D,LT,2987.68,01-01-2025 10:45,BSE,INR,53792,82,2978.085,9.595,99.67781309,TRUE
Vendor_A,AXISBANK,1012.71,01-01-2025 10:45,BSE,INR,9740,279,1010.8675,1.8425,99.81773081,FALSE
Vendor_B,AXISBANK,1011.29,01-01-2025 10:45,BSE,INR,36309,13,1010.8675,0.4225,99.95820422,FALSE
Vendor_C,AXISBANK,1007.96,01-01-2025 10:45,NSE,INR,78063,348,1010.8675,-2.9075,99.71237576,FALSE
Vendor_D,AXISBANK,1011.51,01-01-2025 10:45,BSE,INR,78665,484,1010.8675,0.6425,99.93644073,FALSE
Vendor_A,MARUTI,9941.18,01-01-2025 10:45,NSE,INR,44295,181,10064.2875,-123.1075,98.77678872,TRUE
Vendor_B,MARUTI,9920.67,01-01-2025 10:45,NSE,INR,32816,176,10064.2875,-143.6175,98.57299883,TRUE
Vendor_C,MARUTI,10442.03,01-01-2025 10:45,BSE,INR,41236,333,10064.2875,377.7425,96.246704,TRUE
Vendor_D,MARUTI,9953.27,01-01-2025 10:45,NSE,INR,24589,110,10064.2875,-111.0175,98.89691645,TRUE
Vendor_A,TCS,3544.24,01-01-2025 10:50,BSE,INR,97287,226,3544.2825,-0.0425,99.99880089,FALSE
Vendor_B,TCS,3544.71,01-01-2025 10:50,NSE,INR,98060,479,3544.2825,0.4275,99.98793832,FALSE
Vendor_C,TCS,3543.02,01-01-2025 10:50,NSE,INR,41340,470,3544.2825,-1.2625,99.96437925,FALSE
Vendor_D,TCS,3545.16,01-01-2025 10:50,BSE,INR,65092,498,3544.2825,0.8775,99.97524182,FALSE
Vendor_A,INFY,1506.91,01-01-2025 10:50,NSE,INR,47238,101,1462.2625,44.6475,96.94668365,TRUE
Vendor_B,INFY,1504.46,01-01-2025 10:50,BSE,INR,79371,469,1462.2625,42.1975,97.11423223,TRUE
Vendor_C,INFY,1331.34,01-01-2025 10:50,NSE,INR,47713,57,1462.2625,-130.9225,91.04658021,TRUE
Vendor_D,INFY,1506.34,01-01-2025 10:50,NSE,INR,80919,193,1462.2625,44.0775,96.98566434,TRUE
Vendor_A,RELIANCE,2470.74,01-01-2025 10:50,NSE,INR,47793,80,2473.0375,-2.2975,99.90709805,FALSE
Vendor_B,RELIANCE,2466.75,01-01-2025 10:50,NSE,INR,64850,127,2473.0375,-6.2875,99.745758,TRUE
Vendor_C,RELIANCE,2478.49,01-01-2025 10:50,BSE,INR,62345,253,2473.0375,5.4525,99.77952215,TRUE
Vendor_D,RELIANCE,2476.17,01-01-2025 10:50,BSE,INR,65687,348,2473.0375,3.1325,99.87333391,FALSE
Vendor_A,HDFC,1601.82,01-01-2025 10:50,BSE,INR,63171,432,1639.27,-37.45,97.71544651,TRUE
Vendor_B,HDFC,1739.7,01-01-2025 10:50,BSE,INR,55328,122,1639.27,100.43,93.87349247,TRUE
Vendor_C,HDFC,1611.02,01-01-2025 10:50,NSE,INR,82056,138,1639.27,-28.25,98.27667193,TRUE
Vendor_D,HDFC,1604.54,01-01-2025 10:50,BSE,INR,70845,27,1639.27,-34.73,97.88137403,TRUE
Vendor_A,ICICI,903.63,01-01-2025 10:50,NSE,INR,28342,492,903.125,0.505,99.94408304,FALSE
Vendor_B,ICICI,901.11,01-01-2025 10:50,BSE,INR,35410,132,903.125,-2.015,99.77688581,FALSE
Vendor_C,ICICI,907.14,01-01-2025 10:50,NSE,INR,12190,188,903.125,4.015,99.55543253,FALSE
Vendor_D,ICICI,900.62,01-01-2025 10:50,BSE,INR,60785,486,903.125,-2.505,99.72262976,FALSE
Vendor_A,SBIN,597.79,01-01-2025 10:50,BSE,INR,53898,295,600.8075,-3.0175,99.49775927,FALSE
Vendor_B,SBIN,601.76,01-01-2025 10:50,NSE,INR,61817,181,600.8075,0.9525,99.84146336,FALSE
Vendor_C,SBIN,601.11,01-01-2025 10:50,BSE,INR,40453,92,600.8075,0.3025,99.94965109,FALSE
Vendor_D,SBIN,602.57,01-01-2025 10:50,BSE,INR,67250,49,600.8075,1.7625,99.70664481,FALSE
Vendor_A,WIPRO,455.13,01-01-2025 10:50,BSE,INR,53746,154,456.2625,-1.1325,99.75178762,FALSE
Vendor_B,WIPRO,455.69,01-01-2025 10:50,BSE,INR,96700,79,456.2625,-0.5725,99.87452399,FALSE
Vendor_C,WIPRO,456.6,01-01-2025 10:50,BSE,INR,96970,346,456.2625,0.3375,99.92602942,FALSE
Vendor_D,WIPRO,457.63,01-01-2025 10:50,BSE,INR,41369,168,456.2625,1.3675,99.70028218,FALSE
Vendor_A,LT,2990.82,01-01-2025 10:50,BSE,INR,88091,300,3091.8075,-100.9875,96.73370674,TRUE
Vendor_B,LT,3006.78,01-01-2025 10:50,BSE,INR,73379,199,3091.8075,-85.0275,97.24990964,TRUE
Vendor_C,LT,3366.11,01-01-2025 10:50,BSE,INR,21483,103,3091.8075,274.3025,91.12808608,TRUE
Vendor_D,LT,3003.52,01-01-2025 10:50,BSE,INR,40702,80,3091.8075,-88.2875,97.1444697,TRUE
Vendor_A,AXISBANK,992.61,01-01-2025 10:50,NSE,INR,52287,244,990.6975,1.9125,99.80695419,FALSE
Vendor_B,AXISBANK,988.77,01-01-2025 10:50,NSE,INR,42452,65,990.6975,-1.9275,99.80544011,FALSE
Vendor_C,AXISBANK,991.9,01-01-2025 10:50,BSE,INR,61388,416,990.6975,1.2025,99.87862087,FALSE
Vendor_D,AXISBANK,989.51,01-01-2025 10:50,BSE,INR,61848,260,990.6975,-1.1875,99.88013496,FALSE
Vendor_A,MARUTI,9841.17,01-01-2025 10:50,BSE,INR,62770,198,9832.27,8.9,99.90948174,TRUE
Vendor_B,MARUTI,9823.28,01-01-2025 10:50,NSE,INR,73734,228,9832.27,-8.99,99.90856638,TRUE
Vendor_C,MARUTI,9836.5,01-01-2025 10:50,NSE,INR,68848,470,9832.27,4.23,99.9569784,FALSE
Vendor_D,MARUTI,9828.13,01-01-2025 10:50,NSE,INR,31772,291,9832.27,-4.14,99.95789375,FALSE
Vendor_A,TCS,3560.96,01-01-2025 10:55,NSE,INR,18932,377,3556.7375,4.2225,99.88128165,FALSE
Vendor_B,TCS,3567.51,01-01-2025 10:55,NSE,INR,71301,99,3556.7375,10.7725,99.69712412,TRUE
Vendor_C,TCS,3543.96,01-01-2025 10:55,BSE,INR,43921,107,3556.7375,-12.7775,99.64075223,TRUE
Vendor_D,TCS,3554.52,01-01-2025 10:55,NSE,INR,57367,324,3556.7375,-2.2175,99.93765354,FALSE
Vendor_A,INFY,1504.25,01-01-2025 10:55,BSE,INR,58215,372,1504.3,-0.05,99.99667619,FALSE
Vendor_B,INFY,1505.42,01-01-2025 10:55,BSE,INR,44430,219,1504.3,1.12,99.92554677,FALSE
Vendor_C,INFY,1505.82,01-01-2025 10:55,NSE,INR,46468,455,1504.3,1.52,99.89895633,FALSE
Vendor_D,INFY,1501.71,01-01-2025 10:55,BSE,INR,15493,52,1504.3,-2.59,99.8278269,FALSE
Vendor_A,RELIANCE,2482.14,01-01-2025 10:55,NSE,INR,65348,14,2446.9725,35.1675,98.56281589,TRUE
Vendor_B,RELIANCE,2330.29,01-01-2025 10:55,BSE,INR,49217,23,2446.9725,-116.6825,95.23155655,TRUE
Vendor_C,RELIANCE,2491.39,01-01-2025 10:55,NSE,INR,72398,194,2446.9725,44.4175,98.18479774,TRUE
Vendor_D,RELIANCE,2484.07,01-01-2025 10:55,NSE,INR,65644,235,2446.9725,37.0975,98.48394291,TRUE
Vendor_A,HDFC,1618.34,01-01-2025 10:55,BSE,INR,93843,229,1614.4525,3.8875,99.75920629,FALSE
Vendor_B,HDFC,1611.2,01-01-2025 10:55,NSE,INR,50231,321,1614.4525,-3.2525,99.79853851,FALSE
Vendor_C,HDFC,1610.41,01-01-2025 10:55,NSE,INR,99578,187,1614.4525,-4.0425,99.74960552,FALSE
Vendor_D,HDFC,1617.86,01-01-2025 10:55,NSE,INR,30796,449,1614.4525,3.4075,99.78893774,FALSE
Vendor_A,ICICI,906.24,01-01-2025 10:55,BSE,INR,24788,187,905.57,0.67,99.92601345,FALSE
Vendor_B,ICICI,906.07,01-01-2025 10:55,BSE,INR,88339,420,905.57,0.5,99.94478616,FALSE
Vendor_C,ICICI,904.86,01-01-2025 10:55,NSE,INR,79608,313,905.57,-0.71,99.92159634,FALSE
Vendor_D,ICICI,905.11,01-01-2025 10:55,NSE,INR,12544,388,905.57,-0.46,99.94920326,FALSE
Vendor_A,SBIN,604.02,01-01-2025 10:55,NSE,INR,53165,344,603.525,0.495,99.91798186,FALSE
Vendor_B,SBIN,603.32,01-01-2025 10:55,BSE,INR,2674,124,603.525,-0.205,99.96603289,FALSE
Vendor_C,SBIN,604.46,01-01-2025 10:55,NSE,INR,65019,461,603.525,0.935,99.84507684,FALSE
Vendor_D,SBIN,602.3,01-01-2025 10:55,NSE,INR,63311,150,603.525,-1.225,99.79702581,FALSE
Vendor_A,WIPRO,458.21,01-01-2025 10:55,BSE,INR,41165,382,457.6525,0.5575,99.87818268,FALSE
Vendor_B,WIPRO,456.26,01-01-2025 10:55,NSE,INR,65297,151,457.6525,-1.3925,99.69572984,FALSE
Vendor_C,WIPRO,458.28,01-01-2025 10:55,NSE,INR,19778,223,457.6525,0.6275,99.86288723,FALSE
Vendor_D,WIPRO,457.86,01-01-2025 10:55,NSE,INR,87973,310,457.6525,0.2075,99.95465992,FALSE
Vendor_A,LT,2986.42,01-01-2025 10:55,BSE,INR,22297,382,2988.5175,-2.0975,99.9298147,FALSE
Vendor_B,LT,2986.27,01-01-2025 10:55,NSE,INR,31297,221,2988.5175,-2.2475,99.92479549,FALSE
Vendor_C,LT,2991.15,01-01-2025 10:55,BSE,INR,83282,448,2988.5175,2.6325,99.91191285,FALSE
Vendor_D,LT,2990.23,01-01-2025 10:55,NSE,INR,6226,234,2988.5175,1.7125,99.94269734,FALSE
Vendor_A,AXISBANK,1002.32,01-01-2025 10:55,NSE,INR,19876,40,1018.615,-16.295,98.40027881,TRUE
Vendor_B,AXISBANK,1002.21,01-01-2025 10:55,NSE,INR,5729,209,1018.615,-16.405,98.38947983,TRUE
Vendor_C,AXISBANK,999.52,01-01-2025 10:55,BSE,INR,25965,107,1018.615,-19.095,98.12539576,TRUE
Vendor_D,AXISBANK,1070.41,01-01-2025 10:55,NSE,INR,7919,441,1018.615,51.795,94.9151544,TRUE
Vendor_A,MARUTI,10062.1,01-01-2025 10:55,NSE,INR,15192,337,10048.12,13.98,99.8608695,TRUE
Vendor_B,MARUTI,10063.85,01-01-2025 10:55,BSE,INR,31057,473,10048.12,15.73,99.8434533,TRUE
Vendor_C,MARUTI,10046.16,01-01-2025 10:55,BSE,INR,76098,266,10048.12,-1.96,99.98049386,FALSE
Vendor_D,MARUTI,10020.37,01-01-2025 10:55,BSE,INR,15208,387,10048.12,-27.75,99.72382894,TRUE
Vendor_A,TCS,3509.22,01-01-2025 11:00,NSE,INR,64860,326,3504.725,4.495,99.87174457,FALSE
Vendor_B,TCS,3502.82,01-01-2025 11:00,BSE,INR,45476,215,3504.725,-1.905,99.94564481,FALSE
Vendor_C,TCS,3492.89,01-01-2025 11:00,BSE,INR,63718,173,3504.725,-11.835,99.66231302,TRUE
Vendor_D,TCS,3513.97,01-01-2025 11:00,NSE,INR,49475,438,3504.725,9.245,99.73621325,TRUE
Vendor_A,INFY,1527.75,01-01-2025 11:00,NSE,INR,80661,422,1529.665,-1.915,99.87480919,FALSE
Vendor_B,INFY,1527.57,01-01-2025 11:00,BSE,INR,5795,497,1529.665,-2.095,99.86304191,FALSE
Vendor_C,INFY,1527.33,01-01-2025 11:00,NSE,INR,62236,45,1529.665,-2.335,99.8473522,FALSE
Vendor_D,INFY,1536.01,01-01-2025 11:00,BSE,INR,99977,65,1529.665,6.345,99.5852033,TRUE
Vendor_A,RELIANCE,2473.86,01-01-2025 11:00,NSE,INR,92753,75,2388.385,85.475,96.42122187,TRUE
Vendor_B,RELIANCE,2463.36,01-01-2025 11:00,NSE,INR,85644,312,2388.385,74.975,96.86084949,TRUE
Vendor_C,RELIANCE,2466.44,01-01-2025 11:00,NSE,INR,96455,366,2388.385,78.055,96.73189205,TRUE
Vendor_D,RELIANCE,2149.88,01-01-2025 11:00,BSE,INR,67341,357,2388.385,-238.505,90.01396341,TRUE
Vendor_A,HDFC,1591.35,01-01-2025 11:00,BSE,INR,41217,472,1618.2975,-26.9475,98.3348241,TRUE
Vendor_B,HDFC,1592.66,01-01-2025 11:00,BSE,INR,8145,336,1618.2975,-25.6375,98.41577337,TRUE
